snomedctdescriptionid,snomedctconceptid
3713325013,356519002
3713418017,91135008
3713419013,398704000
3713420019,398940006
3713421015,420686001
3713422010,421992000
3713492017,400874008
3713493010,398745008
3713563018,420654006
3713751013,768800004
3713762013,404829009
3713934012,5786005
3713935013,398889000
3713936014,398631009
3713937017,420285008
3714223013,317938008
3714224019,354304001
3714307010,398948004
3714626012,422016001
3714678010,410876004
3714951011,409457006
3715081013,768513000
3715141015,737676004
3715151019,91667005
3715152014,398914000
3715156012,737678003
3715157015,398858004
3715158013,768574001
3715159017,398941005
3715160010,412544008
3715161014,768860002
3715164018,770962006
3715165017,768801000
3715166016,421852001
3715167013,398822006
3715168015,398688006
3715169011,398727008
3715172016,404850000
3715173014,398722002
3715205014,18914005
3715206010,354276001
3715728011,66919007
3715729015,398969002
3716288016,85468002
3716885014,409112007
3718181014,772327000
3718182019,772327000
3718183012,772328005
3718184018,772328005
3718571016,772504009
3718572011,772504009
3718573018,772505005
3718574012,772505005
3718575013,772506006
3718576014,772506006
3718577017,772507002
3718578010,772507002
3718579019,772508007
3718580016,772508007
3718581017,772509004
3718582012,772509004
3718583019,772510009
3718584013,772510009
3718585014,772511008
3718586010,772511008
3718587018,772512001
3718588011,772512001
3718786012,772607007
3718787015,772607007
3718788013,772608002
3718789017,772608002
3719832018,772917004
3719833011,772917004
3719904011,772948007
3719905012,772948007
3719906013,772949004
3719907016,772949004
3728791014,774406005
3728792019,774406005
3728929011,774472008
3728930018,774472008
3728931019,774473003
3728932014,774473003
3729076013,774536003
3729077016,774536003
3729080015,774538002
3729081016,774538002
3729084012,774540007
3729085013,774540007
3729086014,774541006
3729087017,774541006
3729125013,774559009
3729126014,774559009
3729127017,774560004
3729128010,774560004
3729387011,774686002
3729388018,774686002
3729548010,774762009
3729549019,774762009
3729552010,774764005
3729553017,774764005
3729554011,774765006
3729555012,774765006
3729556013,774766007
3729557016,774766007
3729558014,774767003
3729559018,774767003
3729560011,774768008
3729561010,774768008
3729562015,774769000
3729563013,774769000
3729667017,774818006
3729668010,774818006
3729669019,774819003
3729670018,774819003
3729796013,774881005
3729797016,774881005
3730110010,775029004
3730111014,775029004
3730132018,775040007
3730133011,775040007
3730441015,775188008
3730442010,775188008
3730443017,775189000
3730444011,775189000
3730445012,775190009
3730446013,775190009
3730447016,775191008
3730448014,775191008
3730947014,775419001
3730948016,775419001
3730949012,775420007
3730950012,775420007
3731082017,775484000
3731083010,775484000
3731669014,775759004
3731670010,775759004
3731772013,775805007
3731773015,775805007
3732275012,776043003
3732276013,776043003
3732519010,776161009
3732520016,776161009
3732638013,776220003
3732639017,776220003
3732640015,776221004
3732641016,776221004
3732650019,776226009
3732651015,776226009
3732652010,776227000
3732653017,776227000
3732654011,776228005
3732655012,776228005
3732656013,776229002
3732657016,776229002
3732658014,776230007
3732659018,776230007
3732660011,776231006
3732661010,776231006
3732662015,776232004
3732663013,776232004
3732664019,776233009
3732665018,776233009
3732666017,776234003
3732667014,776234003
3732668016,776235002
3732669012,776235002
3732670013,776236001
3732671012,776236001
3732672017,776237005
3732673010,776237005
3732674016,776238000
3732675015,776238000
3732676019,776239008
3732677011,776239008
3732678018,776240005
3732679014,776240005
3732680012,776241009
3732681011,776241009
3732682016,776242002
3732683014,776242002
3732722014,776261003
3732723016,776261003
3732724010,776262005
3732725011,776262005
3733712014,776737006
3733713016,776737006
3733714010,776738001
3733715011,776738001
3734792017,777251001
3734793010,777251001
3735989016,777835004
3735990013,777835004
3737949014,778203006
3737950014,778203006
3738043010,778247000
3738044016,778247000
3738119010,778281006
3738120016,778281006
3738123019,778283009
3738124013,778283009
3738127018,778285002
3738128011,778285002
3738129015,778286001
3738130013,778286001
3738325019,778382001
3738326018,778382001
3738459016,778445006
3738460014,778445006
3738465016,778448008
3738466015,778448008
3738467012,778449000
3738468019,778449000
3738469010,778450000
3738470011,778450000
3738471010,778451001
3738472015,778451001
3738473013,778452008
3738474019,778452008
3738547018,778486004
3738548011,778486004
3738633011,778528004
3738634017,778528004
3738834019,778624009
3738835018,778624009
3738850010,778632001
3738851014,778632001
3739055010,778731001
3739056011,778731001
3739057019,778732008
3739058012,778732008
3739059016,778733003
3739060014,778733003
3739062018,778734009
3739399014,778890008
3739400019,778890008
3739401015,778891007
3739402010,778891007
3739496018,778936001
3739497010,778936001
3739877013,779114009
3739878015,779114009
3739956014,779148005
3739957017,779148005
3740335012,779326008
3740336013,779326008
3740537015,779420001
3740538013,779420001
3740618019,779460000
3740619010,779460000
3740620016,779461001
3740621017,779461001
3740628011,779465005
3740629015,779465005
3740630013,779466006
3740631012,779466006
3740632017,779467002
3740633010,779467002
3740634016,779468007
3740635015,779468007
3740636019,779469004
3740637011,779469004
3740638018,779470003
3740639014,779470003
3740640011,779471004
3740641010,779471004
3740642015,779472006
3740643013,779472006
3740644019,779473001
3740645018,779473001
3740646017,779474007
3740647014,779474007
3740648016,779475008
3740649012,779475008
3740650012,779476009
3740651011,779476009
3740652016,779477000
3740653014,779477000
3740654015,779478005
3740655019,779478005
3740656018,779479002
3740657010,779479002
3740658017,779480004
3740659013,779480004
3740660015,779481000
3740661016,779481000
3740695017,779498000
3740696016,779498000
3740697013,779499008
3740698015,779499008
3741428014,779850004
3741429018,779850004
3741430011,779851000
3741431010,779851000
3742245017,780239005
3742246016,780239005
3743198015,780699003
3743199011,780699003
3757204013,783034008
3757205014,783034008
3757646012,783104000
3757647015,783104000
3758476011,783303001
3758477019,783303001
3761669017,449276008
3761670016,449276008
3761671017,449276008
3761672012,448961004
3761673019,448961004
3761674013,448961004
3761675014,449342002
3761676010,449342002
3761677018,449342002
3761678011,449343007
3761679015,449343007
3761680017,449343007
3761681018,448969002
3761682013,448969002
3761683015,448969002
3761684014,447090006
3761685010,447090006
3761686011,447090006
3761687019,442402007
3761688012,442402007
3761689016,442402007
3761690013,447170000
3761691012,447170000
3761692017,447170000
3761693010,442215001
3761694016,442215001
3761695015,442215001
3761696019,447065009
3761697011,447065009
3761698018,447065009
3761699014,447088005
3761700010,447088005
3761701014,447088005
3761702019,442473003
3761703012,442473003
3761704018,442473003
3761705017,447089002
3761706016,447089002
3761707013,447089002
3761708015,442266006
3761709011,442266006
3761710018,442266006
3761884011,444639002
3761885012,444639002
3762008013,441252003
3762009017,441252003
3762010010,441254002
3762011014,441254002
3762012019,441251005
3762013012,441251005
3762164011,784216006
3762165012,784216006
3762166013,784217002
3762167016,784217002
3762176011,784218007
3762177019,784218007
3762178012,784219004
3762179016,784219004
3762180018,784220005
3762181019,784220005
3762182014,784221009
3762183016,784221009
3762255011,784251003
3762256012,784251003
3762257015,784252005
3762258013,784252005
3762265017,784254006
3762266016,784254006
3762267013,784255007
3762268015,784255007
3764106014,413826000
3764107017,413826000
3779071017,783066003
3779072012,783066003
3782459010,410878003
3782460017,410877008
3944071013,860766002
3944072018,860766002
4034674016,45518007
4034675015,45518007
4555592011,1149399002
4555593018,1149399002
4555594012,1149400009
4555595013,1149400009
4555598010,1149401008
4555599019,1149401008
4555600016,1149402001
4555601017,1149402001
4564626018,1153514005
4564627010,1153514005
4564628017,1153515006
4564629013,1153515006
4571702012,1156059001
4571703019,1156059001
4571704013,1156060006
4571705014,1156060006
4572801011,1156205007
4572802016,1156205007
4572803014,1156205007
4572804015,1156206008
4572805019,1156206008
4572806018,1156206008
4573401013,1156288006
4573402018,1156288006
4573403011,1156289003
4573404017,1156289003
4634334012,718529005
4674264010,1187592004
4674265011,1187592004
4688536016,1193775008
4688537013,1193775008
4965168014,1208582009
4965169018,1208582009
4965170017,1208583004
4965171018,1208583004
5035237013,1217234006
5035238015,1217234006
5035239011,1217235007
5035240013,1217235007
5035241012,1217236008
5035242017,1217236008
5035243010,1217237004
5035244016,1217237004
5035245015,1217238009
5035246019,1217238009
5089555010,1236889001
5089556011,1236889001
5089557019,1236890005
5089558012,1236890005
5089559016,1236891009
5089560014,1236891009
5089561013,1236892002
5089562018,1236892002
5089563011,1236893007
5089564017,1236893007
5089565016,1236893007
31901000001118,36942111000001102
31921000001113,36942111000001102
36081000001117,36942211000001108
36091000001115,36942211000001108
220521000001119,37142711000001104
220541000001112,37142711000001104
221951000001110,37142911000001102
221961000001113,37142911000001102
276771000001110,37259911000001107
276781000001112,37259911000001107
284651000001114,37261511000001108
284661000001112,37261511000001108
319351000001112,37422511000001107
319361000001110,37422511000001107
326291000001111,37422711000001102
326301000001110,37422711000001102
328091000001118,37422911000001100
328101000001112,37422911000001100
333951000001118,37422811000001105
333961000001115,37422811000001105
336971000001115,37422611000001106
336981000001118,37422611000001106
339691000001118,37423011000001108
339701000001118,37423011000001108
449551000001118,37819711000001105
449561000001115,37819711000001105
450171000001110,37820811000001103
450181000001112,37820811000001103
450971000001112,37820211000001104
450981000001114,37820211000001104
452591000001117,37820611000001102
452601000001114,37820611000001102
453121000001117,37820911000001108
453141000001110,37820911000001108
453151000001113,37819811000001102
453161000001111,37819811000001102
478961000001115,37801411000001103
478971000001113,37801411000001103
494141000001118,12445611000001100
494151000001115,12445611000001100
511081000001116,37801511000001104
511091000001119,37801511000001104
531181000001112,12445711000001109
531191000001114,12445711000001109
579381000001114,37906011000001109
579391000001111,37906011000001109
579961000001118,37905011000001100
579971000001111,37905011000001100
580061000001117,37906511000001101
580071000001110,37906511000001101
585441000001115,37905111000001104
585451000001117,37905111000001104
588961000001116,37906611000001102
588971000001114,37906611000001102
589661000001118,37906111000001105
589671000001111,37906111000001105
1140631000001117,110581000001108
1141781000001117,111691000001102
1141961000001114,112181000001101
1142401000001112,111691000001102
1144291000001113,110061000001108
1144671000001112,112181000001101
1144961000001112,110061000001108
1146021000001110,110581000001108
1502661000001113,38742411000001109
1502671000001115,38742411000001109
1503061000001110,38742211000001105
1503071000001117,38742211000001105
1503141000001110,38741911000001107
1503151000001113,38741911000001107
1503641000001117,38742511000001108
1503651000001119,38742511000001108
1504061000001112,38742311000001102
1504071000001119,38742311000001102
1504161000001113,38742111000001104
1504171000001115,38742111000001104
1513151000001110,16749711000001104
1513161000001113,16749711000001104
1535761000001119,38805211000001108
1535771000001112,38805211000001108
1536441000001117,38805011000001103
1536451000001119,38805011000001103
1540901000001113,38805311000001100
1540921000001118,38805311000001100
1541501000001113,38805111000001102
1541521000001118,38805111000001102
1577091000001116,38881411000001105
1577101000001110,38881411000001105
1580071000001110,38881511000001109
1580081000001112,38881511000001109
1606561000001116,39002311000001105
1606571000001114,39002311000001105
1606881000001113,23957011000001109
1608721000001118,23956811000001100
1609861000001111,39002411000001103
1609871000001118,39002411000001103
1610981000001115,23956911000001105
1612851000001115,23957111000001105
1616521000001113,39019311000001100
1616541000001115,39019311000001100
1616621000001114,39003511000001106
1616641000001116,39003511000001106
1616691000001112,39003311000001100
1616701000001112,39003311000001100
1617251000001118,39019111000001102
1617261000001115,39019111000001102
1617571000001110,39003411000001107
1617581000001112,39003411000001107
1617851000001117,39019411000001107
1617861000001119,39019411000001107
1618491000001114,39019211000001108
1618501000001117,39019211000001108
1619321000001112,39003611000001105
1619341000001119,39003611000001105
1621371000001116,39031711000001105
1621381000001119,39031711000001105
1622651000001112,39031511000001100
1622661000001110,39031511000001100
1623721000001115,39031311000001106
1623741000001113,39031311000001106
1629821000001111,39031811000001102
1629841000001118,39031811000001102
1631291000001113,39031611000001101
1631301000001112,39031611000001101
1632521000001119,39031411000001104
1632541000001112,39031411000001104
1763671000001111,16749811000001107
1763681000001113,16749811000001107
1811121000001117,39691911000001109
1811141000001110,39691911000001109
1814751000001112,39725011000001105
1814761000001110,39725011000001105
1815021000001118,39733811000001100
1815041000001111,39733811000001100
1819041000001113,39693411000001102
1819051000001111,39693411000001102
1848461000001118,750511000001102
1848471000001111,750511000001102
1848741000001110,532811000001101
1848751000001113,532811000001101
1852061000001113,7977211000001106
1852071000001115,7977211000001106
1857381000001118,7977511000001109
1857391000001116,7977511000001109
1872201000001117,7977411000001105
1872221000001112,7977411000001105
1874261000001114,1363211000001102
1874271000001116,1363211000001102
1874541000001111,7977611000001108
1874551000001114,7977611000001108
1883681000001114,1373211000001108
1883691000001111,1373211000001108
1892081000001111,1373511000001106
1892091000001113,1373511000001106
1899101000001112,1363411000001103
1899121000001117,1363411000001103
1934441000001115,40536611000001109
1944831000001114,40536611000001109
1946621000001119,39842511000001108
1946641000001112,39842511000001108
1962021000001116,39842611000001107
1962041000001114,39842611000001107
1971641000001116,39896111000001108
1971651000001118,39896111000001108
1972761000001117,39896511000001104
1972771000001110,39896511000001104
1973901000001110,39896311000001105
1973921000001115,39896311000001105
1974401000001115,39896411000001103
1974421000001110,39896411000001103
1975041000001110,39896611000001100
1975051000001113,39896611000001100
1975941000001114,39896211000001102
1975951000001112,39896211000001102
1980171000001116,39925511000001107
1980181000001119,39925511000001107
1980451000001115,39925311000001101
1980461000001117,39925311000001101
1980951000001114,39925111000001103
1980961000001112,39925111000001103
1981621000001117,39925611000001106
1981641000001110,39925611000001106
1982071000001119,39925411000001108
1982081000001117,39925411000001108
1982521000001111,39925211000001109
1982541000001118,39925211000001109
2027421000001114,40536411000001106
2027441000001116,40536411000001106
2031681000001116,20528911000001104
2031691000001119,20528911000001104
2079121000001114,40230111000001108
2079141000001116,40230111000001108
2079291000001116,40230211000001102
2079301000001117,40230211000001102
2102501000001118,33594611000001106
2102521000001113,33594611000001106
2103281000001115,9089111000001103
2103291000001118,9089111000001103
2105081000001112,33600911000001102
2105091000001114,33600911000001102
2109001000001119,30993311000001109
2109021000001114,30993311000001109
2110361000001111,16971411000001100
2110371000001118,16971411000001100
2110461000001117,914811000001108
2110471000001110,914811000001108
2111581000001117,33586411000001104
2111591000001115,33586411000001104
2113541000001110,16971211000001104
2113551000001113,16971211000001104
2115501000001111,169811000001105
2115521000001116,169811000001105
2115881000001118,33600711000001104
2115891000001116,33600711000001104
2117981000001118,33600511000001109
2117991000001116,33600511000001109
2137941000001115,33594811000001105
2137951000001117,33594811000001105
2139941000001112,33601011000001105
2139951000001110,33601011000001105
2142401000001113,16971511000001101
2142421000001118,16971511000001101
2142661000001110,1372111000001108
2142671000001117,1372111000001108
2144861000001116,33586611000001101
2144871000001114,33586611000001101
2146841000001114,30993411000001102
2146851000001112,30993411000001102
2147681000001118,1362811000001109
2147691000001116,1362811000001109
2148181000001112,16971311000001107
2148191000001114,16971311000001107
2151481000001113,9089211000001109
2151491000001110,9089211000001109
2155481000001110,33600811000001107
2155491000001112,33600811000001107
2157781000001110,33600611000001108
2157791000001112,33600611000001108
2221081000001115,40536711000001100
2221091000001118,40536711000001100
2221361000001113,40536511000001105
2221371000001115,40536511000001105
2225561000001117,20529011000001108
2225571000001110,20529011000001108
2264751000001118,40684711000001109
2264761000001115,40684711000001109
2264851000001112,40673811000001109
2264861000001110,40673811000001109
2264921000001112,40673611000001105
2264941000001119,40673611000001105
2264971000001111,40684511000001104
2264981000001113,40684511000001104
2265291000001118,40684911000001106
2265301000001119,40684911000001106
2265991000001111,40684811000001101
2266001000001110,40684811000001101
2266191000001118,40684611000001100
2266201000001116,40684611000001100
2266251000001115,40673911000001104
2266261000001117,40673911000001104
2266321000001118,40673711000001101
2266341000001111,40673711000001101
2266351000001114,40685011000001106
2266361000001112,40685011000001106
2499371000001113,774881005
2499381000001110,774881005
2499451000001111,774766007
2499461000001114,774766007
2574151000001116,35688811000001100
2574161000001118,35688811000001100
2575371000001110,35688611000001104
2575381000001112,35688611000001104
2575791000001110,35688211000001101
2575801000001114,35688211000001101
2612171000000118,1034751000000102
2612181000000116,1034761000000104
2612191000000119,1034761000000104
2821791000001110,775191008
2821801000001114,775191008
2822021000001116,774769000
2822041000001114,774769000
2823421000001116,776232004
2823441000001114,776232004
2825821000001117,777251001
2825841000001110,777251001
2826851000001119,776226009
2826861000001116,776226009
2831421000001115,774559009
2831441000001113,774559009
2831991000001111,774686002
2832001000001114,774686002
2832851000001118,774764005
2832861000001115,774764005
2835091000001113,776242002
2835101000001119,776242002
2835291000001116,776230007
2835301000001117,776230007
2836191000001116,776229002
2836201000001119,776229002
2838451000001118,776236001
2838461000001115,776236001
2838871000001111,775759004
2838881000001113,775759004
2841551000001114,774541006
2841561000001112,774541006
2846971000001117,776239008
2846981000001115,776239008
2847771000001118,776227000
2847781000001116,776227000
2851091000001111,774406005
2851101000001117,774406005
2853391000001112,776234003
2853401000001110,776234003
2853591000001116,774538002
2853601000001113,774538002
2866091000001113,774765006
2866101000001119,774765006
2868571000001119,775188008
2868581000001117,775188008
2871391000001110,774768008
2871401000001113,774768008
2871671000001117,775419001
2871681000001115,775419001
2876391000001116,41469811000001107
2876401000001118,41469811000001107
2876821000001111,41470011000001103
2876841000001118,41470011000001103
2876891000001114,41469611000001108
2876901000001110,41469611000001108
2878891000001113,41469711000001104
2878901000001114,41469711000001104
2878921000001119,41469911000001102
2878941000001112,41469911000001102
2879571000001119,41470111000001102
2879581000001117,41470111000001102
3100571000001119,35688311000001109
3100581000001117,35688311000001109
3101091000001116,35688711000001108
3101101000001110,35688711000001108
3101171000001116,35688911000001105
3101181000001119,35688911000001105
3102181000001112,41969811000001109
3102191000001114,41969811000001109
3103601000001119,41970011000001100
3103621000001114,41970011000001100
3104401000001119,23957211000001104
3140941000001110,1711000001109
3140951000001113,1711000001109
3145241000001110,18299211000001100
3145251000001113,18299211000001100
3150961000001113,23472811000001100
3150971000001115,23472811000001100
3151141000001118,23472611000001104
3151151000001115,23472611000001104
3152061000001113,720911000001105
3152071000001115,720911000001105
3153361000001119,34942211000001102
3153371000001112,34942211000001102
3155081000001111,18165111000001109
3155091000001113,18165111000001109
3155161000001115,35751111000001101
3155171000001113,35751111000001101
3157341000001112,20947111000001109
3157351000001110,20947111000001109
3158461000001115,23472411000001102
3158471000001113,23472411000001102
3163901000001110,34941911000001100
3163921000001115,34941911000001100
3170301000001110,35751211000001107
3170321000001115,35751211000001107
3170901000001111,23472511000001103
3170921000001116,23472511000001103
3173781000001112,1619511000001105
3173791000001114,1619511000001105
3175641000001111,34942311000001105
3175651000001114,34942311000001105
3175701000001115,20947211000001103
3175721000001110,20947211000001103
3185261000001117,18299311000001108
3185271000001110,18299311000001108
3185361000001112,23472911000001105
3185371000001119,23472911000001105
3191781000001118,1371211000001109
3191791000001116,1371211000001109
3193641000001119,18165211000001103
3193651000001116,18165211000001103
